Rank;Sourceid;Title;Type;Issn;SJR Best Quartile;H index;Categories
19;24004;Physiological Reviews;journal;15221210,00319330;Q1;373;Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Physiology (Q1),Physiology (medical) (Q1)
20;5700165152;Nature Photonics;journal;17494885;Q1;362;Atomic and Molecular Physics,and Optics (Q1),Electronic,Optical and Magnetic Materials (Q1)
21;19900191906;Academy of Management Annals;journal;19416520,19416070;Q1;95;Business and International Management (Q1),Organizational Behavior and Human Resource Management (Q1)
22;15847;New England Journal of Medicine;journal;284793,15334406;Q1;1130;Medicine (miscellaneous) (Q1)
23;14181;Annual Review of Neuroscience;journal;0147006X,15454126;Q1;256;Neuroscience (miscellaneous) (Q1)
24;17854;Nature Materials;journal;14764660,14761120;Q1;533;Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
25;17500;Journal of Finance;journal;221082,15406261;Q1;336;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
26;20798;Immunity;journal;10974180,10747610;Q1;436;Immunology (Q1),Immunology and Allergy (Q1),Infectious Diseases (Q1)
27;20313;Nature Reviews Microbiology;journal;17401534,17401530;Q1;349;Immunology and Microbiology (miscellaneous)  (Q1)
28;16590;Lancet,The;journal;01406736,1474547X;Q1;855;Medicine (miscellaneous) (Q1)
29;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;Q1;455;Neuroscience (miscellaneous) (Q1)
30;22214;Genome Research;journal;15495469,10889050;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
31;23350;Chemical Society Reviews;journal;3060012,14604744;Q1;595;Chemistry (miscellaneous) (Q1)
32;28677;Living Reviews in Relativity;journal;14338351,23673610;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
33;19014;Nature Cell Biology;journal;14764679,14657390;Q1;396;Cell Biology (Q1)
34;21706;Annual Review of Genetics;journal;15452948,00664200;Q1;195;Genetics (Q1)
35;12354;Lancet Oncology,The;journal;14702045,14745490;Q1;382;Oncology (Q1)
36;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006,15534010;Q1;143;Medicine (miscellaneous) (Q1),Pathology and Forensic Medicine (Q1),Plant Science (Q1)
37;19700188417;Annual Review of Condensed Matter Physics;journal;19475454,19475460;Q1;81;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1)
38;29093;Cancer Cell;journal;15356108,18783690;Q1;378;Cancer Research (Q1),Cell Biology (Q1),Oncology (Q1)
39;19482;Econometrica;journal;129682,14680262;Q1;213;Economics and Econometrics (Q1)
40;18395;Annual Review of Cell and Developmental Biology;journal;15308995,10810710;Q1;233;Cell Biology (Q1),Developmental Biology (Q1)
41;18606;Molecular Cell;journal;10974164,10972770;Q1;429;Cell Biology (Q1),Molecular Biology (Q1)
42;17436;Nature Neuroscience;journal;10976256,15461730;Q1;460;Neuroscience (miscellaneous) (Q1)
43;6100153018;Cell Stem Cell;journal;19345909;Q1;287;Cell Biology (Q1),Genetics (Q1),Molecular Medicine (Q1)
44;4000151822;Nature Physics;journal;17452473;Q1;315;Physics and Astronomy (miscellaneous) (Q1)
45;23571;Science;journal;10959203,00368080;Q1;1283;History and Philosophy of Science (Q1),Multidisciplinary (Q1)
46;16721;Annual Review of Plant Biology;journal;15452123,15435010;Q1;286;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1),Plant Science (Q1)
47;12010;Annual Review of Psychology;journal;664308,15452085;Q1;266;Psychology (miscellaneous) (Q1)
48;15819;Nature Medicine;journal;1546170X,10788956;Q1;605;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
49;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
50;146172;Cell Metabolism;journal;15504131;Q1;318;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1)
51;16860;Lancet Neurology,The;journal;14744465,14744420;Q1;336;Neurology (clinical) (Q1)
52;21315;Nature Immunology;journal;15292908,15292920;Q1;424;Immunology (Q1)
53;22126;Genes and Development;journal;15495477,08909370;Q1;467;Developmental Biology (Q1),Genetics (Q1)
54;22471;Lancet Infectious Diseases,The;journal;14744457,14733100;Q1;273;Infectious Diseases (Q1)
55;17978;Neuron;journal;10974199,08966270;Q1;511;Neuroscience (miscellaneous) (Q1)
56;19700188395;Annual Review of Marine Science;journal;19410611,19411410;Q1;115;Oceanography (Q1)
57;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
58;120008;Annual Review of Physiology;journal;664278,15451585;Q1;228;Physiology (Q1)
59;18100156701;Nature Chemistry;journal;17554330,17554350;Q1;271;Chemical Engineering (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1)
60;20278;Microbiology and Molecular Biology Reviews;journal;10985557,10922170;Q1;267;Immunology and Microbiology (miscellaneous)  (Q1),Molecular Biology (Q1)
61;17899;Progress in Materials Science;journal;18732208,00796430;Q1;210;Materials Science (miscellaneous) (Q1)
62;26978;Advances in Physics;journal;14606976,00018730;Q1;121;Condensed Matter Physics (Q1)
63;14365;Trends in Ecology and Evolution;journal;1695347,18728383;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
64;20191;Academy of Management Journal;journal;14273;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
65;16161;Review of Financial Studies;journal;14657368,08939450;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
66;24379;Journal of Financial Economics;journal;0304405X;Q1;289;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1),Strategy and Management (Q1)
67;22657;Accounts of Chemical Research;journal;14842,15204898;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
68;21272;Journal of Experimental Medicine;journal;221007,15409538;Q1;478;Immunology (Q1),Immunology and Allergy (Q1),Medicine (miscellaneous) (Q1)
69;22401;Journal of the American College of Cardiology;journal;15583597,07351100;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
70;27165;Journal of Economic Literature;journal;220515;Q1;173;Economics and Econometrics (Q1)
71;16036;Administrative Science Quarterly;journal;18392,19303815;Q1;201;Arts and Humanities (miscellaneous) (Q1),Public Administration (Q1),Sociology and Political Science (Q1)
72;15359;Trends in Cognitive Sciences;journal;1879307X,13646613;Q1;339;Cognitive Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Neuropsychology and Physiological Psychology (Q1)
73;24202;Review of Economic Studies;journal;00346527,1467937X;Q1;158;Economics and Econometrics (Q1)
74;14305;Systematic Biology;journal;1076836X,10635157;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
75;12000154482;Annual Review of Biophysics;journal;19361238,1936122X;Q1;169;Biochemistry (Q1),Bioengineering (Q1),Biophysics (Q1),Cell Biology (Q1),Structural Biology (Q1)
76;24721;Annals of Mathematics;journal;0003486X;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
77;14816;Trends in Biochemical Sciences;journal;13624326,03765067,09680004;Q1;292;Biochemistry (Q1),Molecular Biology (Q1)
78;19700174677;Science Translational Medicine;journal;19466234,19466240;Q1;265;Medicine (miscellaneous) (Q1)
79;17500155114;Energy and Environmental Science;journal;17545692,17545710;Q1;408;Environmental Chemistry (Q1),Nuclear Energy and Engineering (Q1),Pollution (Q1),Renewable Energy,Sustainability and the Environment (Q1)
80;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
81;145558;Political Analysis;journal;10471987,14764990;Q1;77;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
82;19066;Trends in Cell Biology;journal;9628924,18793088;Q1;255;Cell Biology (Q1)
83;71056;MMWR Surveillance Summaries;journal;15458636,15460740;Q1;114;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1)
84;29709;Reports on Progress in Physics;journal;13616633,00344890;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
85;11700154368;Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;journal;16181913,00738300;Q1;46;Mathematics (miscellaneous) (Q1)
86;21100198409;Nature Climate Change;journal;17586798,1758678X;Q1;239;Environmental Science (miscellaneous) (Q1),Social Sciences (miscellaneous) (Q1)
87;40944;Genome Biology;journal;14747596;Q1;284;Cell Biology (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
88;29949;Journal of Clinical Oncology;journal;15277755,0732183X;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
89;19651;Clinical Microbiology Reviews;journal;8938512,10986618;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
90;20206;Academy of Management Review;journal;3637425;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
91;5800207366;Nature Protocols;journal;17542189;Q1;287;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
92;19900191767;American Economic Journal: Applied Economics;journal;19457790,19457780;Q1;100;Economics,Econometrics and Finance (miscellaneous) (Q1)
93;22697;American Economic Review;journal;28282;Q1;337;Economics and Econometrics (Q1)
94;19614;Annual Review of Microbiology;journal;664227,15453251;Q1;206;Microbiology (Q1)
95;24404;Journal of Political Economy;journal;00223808,1537534X;Q1;207;Economics and Econometrics (Q1)
96;21191;Pharmacological Reviews;journal;15210081,00317000;Q1;247;Molecular Medicine (Q1),Pharmacology (Q1)
97;15557;American Political Science Review;journal;15375943,00030550;Q1;191;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
98;21677;American Journal of Human Genetics;journal;15376605,00029300;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
99;15870;Journal of Clinical Investigation;journal;219738,15588238;Q1;527;Medicine (miscellaneous) (Q1)
100;4700152228;Molecular Systems Biology;journal;17444292;Q1;164;Agricultural and Biological Sciences (miscellaneous) (Q1),Applied Mathematics (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Computational Theory and Mathematics (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Information Systems (Q1),Medicine (miscellaneous) (Q1)
101;28599;Reviews of Geophysics;journal;87551209;Q1;180;Geophysics (Q1)
102;19881;Advanced Materials;journal;9359648,15214095;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
103;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;Q1;311;Neuroscience (miscellaneous) (Q1)
104;14599;Ecology Letters;journal;1461023X,14610248;Q1;298;Ecology,Evolution,Behavior and Systematics (Q1)
105;19479;Annual Review of Pharmacology and Toxicology;journal;15454304,03621640;Q1;218;Pharmacology (Q1),Toxicology (Q1)
106;21100201068;Cell Reports;journal;22111247;Q1;202;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
107;17853;Nano Letters;journal;15306992,15306980;Q1;531;Bioengineering (Q1),Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Nanoscience and Nanotechnology (Q1)
108;13443;Psychological Bulletin;journal;332909,19391455;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
109;26465;Progress in Polymer Science;journal;796700;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
110;15555;American Journal of Political Science;journal;925853,15405907;Q1;193;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
111;5300152732;Cell Host and Microbe;journal;19313128;Q1;219;Cancer Research (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Microbiology (Q1),Molecular Biology (Q1),Parasitology (Q1),Virology (Q1)
112;22581;Circulation;journal;97322,15244539;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
113;12216;Molecular Biology and Evolution;journal;15371719,07374040;Q1;238;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Molecular Biology (Q1)
114;27538;Progress in Energy and Combustion Science;journal;3601285;Q1;212;Chemical Engineering (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1)
115;29229;Physics Reports;journal;3701573;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
116;4000148205;Nature Chemical Biology;journal;15524469,15524450;Q1;246;Cell Biology (Q1),Molecular Biology (Q1)
117;19700200701;Annual Review of Economics;journal;19411383,19411390;Q1;67;Economics and Econometrics (Q1)
118;19049;Trends in Genetics;journal;1689525,13624555;Q1;237;Genetics (Q1)
119;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;Q1;180;Physical and Theoretical Chemistry (Q1)
120;21100327726;Applied Physics Reviews;journal;19319401;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
121;21100242814;eLife;journal;2050084X;Q1;184;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Neuroscience (miscellaneous) (Q1)
122;19700176402;Cold Spring Harbor perspectives in biology;journal;19430264;Q1;217;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
123;18555;Journal of Cell Biology;journal;15408140,00219530;Q1;405;Cell Biology (Q1),Medicine (miscellaneous) (Q1)
124;24527;Acta Mathematica;journal;15962;Q1;73;Mathematics (miscellaneous) (Q1)
125;19708;FEMS Microbiology Reviews;journal;1686445,15746976;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
126;21100228100;Advances in Optics and Photonics;journal;19438206;Q1;82;Atomic and Molecular Physics,and Optics (Q1),Water Science and Technology (Q1)
127;21100265444;Lancet Global HealthThe;journal;2214109X;Q1;123;Medicine (miscellaneous) (Q1)
128;19897;European Urology;journal;03022838,1421993X;Q1;246;Urology (Q1)
129;21365;Trends in Immunology;journal;14714906,14714980;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
130;28330;Gastroenterology;journal;15280012,00165090;Q1;442;Gastroenterology (Q1)
131;4600151524;Annual Review of Clinical Psychology;journal;15485951,15485940;Q1;134;Clinical Psychology (Q1),Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
132;17435;EMBO Journal;journal;2614189,14602075;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
133;14204;Nucleic Acids Research;journal;3051048,13624962;Q1;607;Genetics (Q1)
134;21100228547;JAMA Psychiatry;journal;21686238,2168622X;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
135;18503;Current Opinion in Cell Biology;journal;9550674,18790410;Q1;275;Cell Biology (Q1)
136;21100237403;Lancet Diabetes and EndocrinologyThe;journal;22138595,22138590;Q1;151;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
137;18525;Developmental Cell;journal;15345807,18781550;Q1;286;Developmental Biology (Q1)
138;29838;Journal of Accounting and Economics;journal;1654101;Q1;174;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
139;23183;European Heart Journal;journal;15229645,0195668X;Q1;329;Cardiology and Cardiovascular Medicine (Q1)
140;12812;Personality and Social Psychology Review;journal;10888683,15327960;Q1;177;Social Psychology (Q1)
141;17814;Materials Science and Engineering: R: Reports;journal;0927796X;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
142;17269;Studies in Mycology;journal;1660616;Q1;110;Agricultural and Biological Sciences (miscellaneous) (Q1),Plant Science (Q1)
143;12074;Bulletin of the American Meteorological Society;journal;15200477,00030010;Q1;218;Atmospheric Science (Q1)
144;26038;Endocrine Reviews;journal;19457189,0163769X;Q1;293;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
145;22324;Organization Science;journal;15265455,10477040;Q1;269;Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
146;20810;Immunological Reviews;journal;01052896,1600065X;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
147;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
148;7500153126;Journal of the European Economic Association;journal;15424774,15424770;Q1;112;Economics,Econometrics and Finance (miscellaneous) (Q1)
149;21100297619;Geochemical Perspectives;journal;22237755,22242760;Q1;13;Environmental Chemistry (Q1),Geochemistry and Petrology (Q1),Geology (Q1)
150;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
151;25781;Aldrichimica Acta;journal;25100;Q1;61;Organic Chemistry (Q1)
152;26769;Astrophysical Journal,Supplement Series;journal;15384365,00670050;Q1;262;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
153;24535;Acta Numerica;journal;14740508,09624930;Q1;82;Mathematics (miscellaneous) (Q1),Numerical Analysis (Q1)
154;19133;Annual Review of Entomology;journal;664170,15454487;Q1;217;Ecology,Evolution,Behavior and Systematics (Q1),Insect Science (Q1)
155;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;Q1;739;Medicine (miscellaneous) (Q1)
156;17552;Acta Neuropathologica;journal;16322,14320533;Q1;200;Cellular and Molecular Neuroscience (Q1),Neurology (clinical) (Q1),Pathology and Forensic Medicine (Q1)
157;19900191885;American Economic Journal: Macroeconomics;journal;19457707,19457720;Q1;75;Economics,Econometrics and Finance (miscellaneous) (Q1)
158;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;Q1;838;Multidisciplinary (Q1)
159;24668;Journal of the American Mathematical Society;journal;10886834,08940350;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
160;28366;Gut;journal;14683288,00175750;Q1;328;Gastroenterology (Q1)
161;22680;Journal of the American Chemical Society;journal;15205126,00027860;Q1;674;Biochemistry (Q1),Catalysis (Q1),Chemistry (miscellaneous) (Q1),Colloid and Surface Chemistry (Q1)
162;17382;Molecular Psychiatry;journal;14765578,13594180;Q1;237;Cellular and Molecular Neuroscience (Q1),Molecular Biology (Q1),Psychiatry and Mental Health (Q1)
163;110092;Morbidity and Mortality Weekly Report;journal;01492195,1545861X;Q1;247;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
164;17600155041;Nature Geoscience;journal;17520908,17520890;Q1;243;Earth and Planetary Sciences (miscellaneous) (Q1)
165;11500153511;ACS Nano;journal;1936086X,19360851;Q1;448;Engineering (miscellaneous) (Q1),Materials Science (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1),Physics and Astronomy (miscellaneous) (Q1)
166;22951;Journal of Marketing;journal;15477185,00222430;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
167;28980;Journal of Economic Perspectives;journal;8953309;Q1;213;Economics and Econometrics (Q1)
168;21100201772;Physical Review X;journal;21603308;Q1;168;Physics and Astronomy (miscellaneous) (Q1)
169;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;Q1;207;Condensed Matter Physics (Q1)
170;9500153903;Biological Reviews;journal;1469185X,14647931;Q1;186;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
171;12459;Journal of the National Cancer Institute;journal;14602105,00278870;Q1;377;Cancer Research (Q1),Oncology (Q1)
172;23157;Strategic Management Journal;journal;10970266,01432100;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
173;19700173023;Living Reviews in Solar Physics;journal;16144961,23673650;Q1;64;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
174;19900191884;American Economic Journal: Economic Policy;journal;19457731,1945774X;Q1;80;Economics,Econometrics and Finance (miscellaneous) (Q1)
175;24769;Materials Today;journal;13697021;Q1;210;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
176;4000151808;PLoS Genetics;journal;15537390,15537400;Q1;259;Cancer Research (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
177;5800173382;ISME Journal;journal;17517362,17517370;Q1;210;Ecology,Evolution,Behavior and Systematics (Q1),Microbiology (Q1)
178;23262;Inventiones Mathematicae;journal;209910,14321297;Q1;118;Mathematics (miscellaneous) (Q1)
179;19084;Molecular Aspects of Medicine;journal;982997,18729452;Q1;150;Biochemistry (Q1),Clinical Biochemistry (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Molecular Medicine (Q1)
180;19700182323;Perspectives on Psychological Science;journal;17456916,17456920;Q1;168;Psychology (miscellaneous) (Q1)
181;21100200203;Wiley Interdisciplinary Reviews: Computational Molecular Science;journal;17590876,17590880;Q1;98;Biochemistry (Q1),Computational Mathematics (Q1),Computer Science Applications (Q1),Materials Chemistry (Q1),Physical and Theoretical Chemistry (Q1)
182;25454;Blood;journal;15280020,00064970;Q1;506;Biochemistry (Q1),Cell Biology (Q1),Hematology (Q1),Immunology (Q1)
183;20635;Journal of Management;journal;1492063,15571211;Q1;261;Finance (Q1),Strategy and Management (Q1)
184;21100278313;Light: Science and Applications;journal;20477538;Q1;132;Atomic and Molecular Physics,and Optics (Q1),Electronic,Optical and Magnetic Materials (Q1)
185;19700182758;Nature Communications;journal;20411723;Q1;466;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
186;13969;Psychological Science in the Public Interest;journal;21600031,15291010;Q1;56;Psychology (miscellaneous) (Q1)
187;26746;Trends in Endocrinology and Metabolism;journal;10432760,18793060;Q1;189;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
188;14317;Brain;journal;14602156,00068950;Q1;365;Medicine (miscellaneous) (Q1),Neurology (clinical) (Q1)
189;21100228546;JAMA Internal Medicine;journal;21686114,21686110;Q1;375;Internal Medicine (Q1)
190;21100199127;Advanced Energy Materials;journal;16146832,16146840;Q1;290;Materials Science (miscellaneous) (Q1),Renewable Energy,Sustainability and the Environment (Q1)
191;15646;Annual Review of Political Science;book series;10942939,15451580;Q1;123;Sociology and Political Science (Q1)
192;24254;IEEE Transactions on Pattern Analysis and Machine Intelligence;journal;1628828;Q1;397;Applied Mathematics (Q1),Artificial Intelligence (Q1),Computational Theory and Mathematics (Q1),Computer Vision and Pattern Recognition (Q1),Software (Q1)
193;24046;Seminars in Cancer Biology;journal;10963650,1044579X;Q1;169;Cancer Research (Q1)
194;13649;Annals of Statistics;journal;905364;Q1;180;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
195;144840;PLoS Medicine;journal;15491277,15491680;Q1;258;Biochemistry (Q1),Biotechnology (Q1),Cell Biology (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
196;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
197;27498;Annual Review of Medicine;journal;1545326X,00664219;Q1;174;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
198;20246;Journal of Labor Economics;journal;0734306X,15375307;Q1;123;Economics and Econometrics (Q1),Industrial Relations (Q1)
199;22330;Organizational Research Methods;journal;15527425,10944280;Q1;130;Decision Sciences (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
200;17378;Critical Reviews in Biochemistry and Molecular Biology;journal;10409238,15497800;Q1;117;Biochemistry (Q1),Molecular Biology (Q1)
201;19300156903;Foundations and Trends in Machine Learning;journal;19358245,19358240;Q1;36;Artificial Intelligence (Q1),Human-Computer Interaction (Q1),Software (Q1)
202;4700152457;Nano Today;journal;17480132;Q1;167;Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Materials Science (miscellaneous) (Q1),Medicine (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1),Pharmaceutical Science (Q1)
203;17809;Trends in Plant Science;journal;13601385,18784370;Q1;293;Plant Science (Q1)
204;13461;Psychological Methods;journal;1082989X,19391463;Q1;172;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
205;22961;Journal of Marketing Research;journal;222437,15477193;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
