Rank;Sourceid;Title;Type;Issn;SJR Best Quartile;H index;Categories
31;19434;MMWR Recommendations and Reports;journal;10575987,15458600;Q1;151;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
32;21272;Journal of Experimental Medicine;journal;221007,15409538;Q1;478;Immunology (Q1),Immunology and Allergy (Q1),Medicine (miscellaneous) (Q1)
33;19066;Trends in Cell Biology;journal;9628924,18793088;Q1;255;Cell Biology (Q1)
34;6100153018;Cell Stem Cell;journal;19345909;Q1;287;Cell Biology (Q1),Genetics (Q1),Molecular Medicine (Q1)
35;12010;Annual Review of Psychology;journal;664308,15452085;Q1;266;Psychology (miscellaneous) (Q1)
36;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
37;14913;Quarterly Reviews of Biophysics;journal;335835,14698994;Q1;105;Biophysics (Q1)
38;4000151822;Nature Physics;journal;17452473;Q1;315;Physics and Astronomy (miscellaneous) (Q1)
39;23571;Science;journal;10959203,00368080;Q1;1283;History and Philosophy of Science (Q1),Multidisciplinary (Q1)
40;18525;Developmental Cell;journal;15345807,18781550;Q1;286;Developmental Biology (Q1)
41;24404;Journal of Political Economy;journal;00223808,1537534X;Q1;207;Economics and Econometrics (Q1)
42;15847;New England Journal of Medicine;journal;284793,15334406;Q1;1130;Medicine (miscellaneous) (Q1)
43;19479;Annual Review of Pharmacology and Toxicology;journal;15454304,03621640;Q1;218;Pharmacology (Q1),Toxicology (Q1)
44;19482;Econometrica;journal;129682,14680262;Q1;213;Economics and Econometrics (Q1)
45;26465;Progress in Polymer Science;journal;796700;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
46;21318;Nature Reviews Immunology;journal;14741741,14741730;Q1;444;Immunology (Q1),Medicine (miscellaneous) (Q1)
47;5200152704;Nature Nanotechnology;journal;17483387,17483400;Q1;395;Atomic and Molecular Physics,and Optics (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Condensed Matter Physics (Q1),Electrical and Electronic Engineering (Q1),Materials Science (miscellaneous) (Q1),Nanoscience and Nanotechnology (Q1)
48;17436;Nature Neuroscience;journal;10976256,15461730;Q1;460;Neuroscience (miscellaneous) (Q1)
49;17978;Neuron;journal;10974199,08966270;Q1;511;Neuroscience (miscellaneous) (Q1)
50;25781;Aldrichimica Acta;journal;25100;Q1;61;Organic Chemistry (Q1)
51;26038;Endocrine Reviews;journal;19457189,0163769X;Q1;293;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
52;14816;Trends in Biochemical Sciences;journal;13624326,03765067,09680004;Q1;292;Biochemistry (Q1),Molecular Biology (Q1)
53;24202;Review of Economic Studies;journal;00346527,1467937X;Q1;158;Economics and Econometrics (Q1)
54;22214;Genome Research;journal;15495469,10889050;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
55;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
56;12464;Nature Reviews Cancer;journal;1474175X,14741768;Q1;484;Cancer Research (Q1),Oncology (Q1)
57;23350;Chemical Society Reviews;journal;3060012,14604744;Q1;595;Chemistry (miscellaneous) (Q1)
58;20278;Microbiology and Molecular Biology Reviews;journal;10985557,10922170;Q1;267;Immunology and Microbiology (miscellaneous)  (Q1),Molecular Biology (Q1)
59;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006,15534010;Q1;143;Medicine (miscellaneous) (Q1),Pathology and Forensic Medicine (Q1),Plant Science (Q1)
60;18991;Nature Reviews Genetics;journal;14710056,14710060;Q1;406;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
61;22657;Accounts of Chemical Research;journal;14842,15204898;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
62;19614;Annual Review of Microbiology;journal;664227,15453251;Q1;206;Microbiology (Q1)
63;24379;Journal of Financial Economics;journal;0304405X;Q1;289;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1),Strategy and Management (Q1)
64;146172;Cell Metabolism;journal;15504131;Q1;318;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1)
65;17435;EMBO Journal;journal;2614189,14602075;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
66;20191;Academy of Management Journal;journal;14273;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
67;15870;Journal of Clinical Investigation;journal;219738,15588238;Q1;527;Medicine (miscellaneous) (Q1)
68;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;Q1;180;Physical and Theoretical Chemistry (Q1)
69;16161;Review of Financial Studies;journal;14657368,08939450;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
70;20110;NBER Macroeconomics Annual;book series;15372642,08893370;Q1;68;Economics and Econometrics (Q1)
71;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;Q1;311;Neuroscience (miscellaneous) (Q1)
72;28677;Living Reviews in Relativity;journal;14338351,23673610;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
73;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
74;21191;Pharmacological Reviews;journal;15210081,00317000;Q1;247;Molecular Medicine (Q1),Pharmacology (Q1)
75;15819;Nature Medicine;journal;1546170X,10788956;Q1;605;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
76;17378;Critical Reviews in Biochemistry and Molecular Biology;journal;10409238,15497800;Q1;117;Biochemistry (Q1),Molecular Biology (Q1)
77;15359;Trends in Cognitive Sciences;journal;1879307X,13646613;Q1;339;Cognitive Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Neuropsychology and Physiological Psychology (Q1)
78;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;Q1;455;Neuroscience (miscellaneous) (Q1)
79;20206;Academy of Management Review;journal;3637425;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
80;5700165152;Nature Photonics;journal;17494885;Q1;362;Atomic and Molecular Physics,and Optics (Q1),Electronic,Optical and Magnetic Materials (Q1)
81;4100151532;Advances in Experimental Social Psychology;book series;652601;Q1;96;Social Psychology (Q1)
82;29229;Physics Reports;journal;3701573;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
83;22080;Current Opinion in Genetics and Development;journal;0959437X,18790380;Q1;197;Developmental Biology (Q1),Genetics (Q1)
84;26769;Astrophysical Journal,Supplement Series;journal;15384365,00670050;Q1;262;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
85;14365;Trends in Ecology and Evolution;journal;1695347,18728383;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
86;22401;Journal of the American College of Cardiology;journal;15583597,07351100;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
87;14621;Annual Review of Nuclear and Particle Science;book series;1638998;Q1;109;Nuclear and High Energy Physics (Q1)
88;17400;Current Opinion in Structural Biology;journal;1879033X,0959440X;Q1;213;Molecular Biology (Q1),Structural Biology (Q1)
89;18555;Journal of Cell Biology;journal;15408140,00219530;Q1;405;Cell Biology (Q1),Medicine (miscellaneous) (Q1)
90;24721;Annals of Mathematics;journal;0003486X;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
91;22697;American Economic Review;journal;28282;Q1;337;Economics and Econometrics (Q1)
92;21677;American Journal of Human Genetics;journal;15376605,00029300;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
93;16036;Administrative Science Quarterly;journal;18392,19303815;Q1;201;Arts and Humanities (miscellaneous) (Q1),Public Administration (Q1),Sociology and Political Science (Q1)
94;16115;Nature Biotechnology;journal;15461696,10870160;Q1;491;Applied Microbiology and Biotechnology (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Molecular Medicine (Q1)
95;21100228547;JAMA Psychiatry;journal;21686238,2168622X;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
96;14599;Ecology Letters;journal;1461023X,14610248;Q1;298;Ecology,Evolution,Behavior and Systematics (Q1)
97;13443;Psychological Bulletin;journal;332909,19391455;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
98;17853;Nano Letters;journal;15306992,15306980;Q1;531;Bioengineering (Q1),Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Nanoscience and Nanotechnology (Q1)
99;20810;Immunological Reviews;journal;01052896,1600065X;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
100;29709;Reports on Progress in Physics;journal;13616633,00344890;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
101;13140;Epidemiologic Reviews;journal;14786729,0193936X;Q1;114;Epidemiology (Q1),Medicine (miscellaneous) (Q1)
102;12977;PLoS Biology;journal;15449173,15457890;Q1;293;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Neuroscience (miscellaneous) (Q1)
103;12812;Personality and Social Psychology Review;journal;10888683,15327960;Q1;177;Social Psychology (Q1)
104;21100778827;Nature Methods;journal;15487091,15487110;Q1;363;Biochemistry (Q1),Biotechnology (Q1),Cell Biology (Q1),Molecular Biology (Q1)
105;29949;Journal of Clinical Oncology;journal;15277755,0732183X;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
106;16594;Plant Cell;journal;1532298X,10404651;Q1;380;Cell Biology (Q1),Plant Science (Q1)
107;14992;Current Opinion in Neurobiology;journal;9594388,18736882;Q1;242;Neuroscience (miscellaneous) (Q1)
108;18797;Current Opinion in Immunology;journal;9527915;Q1;204;Immunology (Q1),Immunology and Allergy (Q1)
109;14531;Development (Cambridge);journal;14779129,09501990;Q1;349;Developmental Biology (Q1),Molecular Biology (Q1)
110;71056;MMWR Surveillance Summaries;journal;15458636,15460740;Q1;114;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1)
111;19049;Trends in Genetics;journal;1689525,13624555;Q1;237;Genetics (Q1)
112;27165;Journal of Economic Literature;journal;220515;Q1;173;Economics and Econometrics (Q1)
113;24769;Materials Today;journal;13697021;Q1;210;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
114;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;Q1;838;Multidisciplinary (Q1)
115;24527;Acta Mathematica;journal;15962;Q1;73;Mathematics (miscellaneous) (Q1)
116;4700152228;Molecular Systems Biology;journal;17444292;Q1;164;Agricultural and Biological Sciences (miscellaneous) (Q1),Applied Mathematics (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Computational Theory and Mathematics (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Information Systems (Q1),Medicine (miscellaneous) (Q1)
117;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
118;17924;Current Opinion in Plant Biology;journal;18790356,13695270;Q1;223;Plant Science (Q1)
119;27538;Progress in Energy and Combustion Science;journal;3601285;Q1;212;Chemical Engineering (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1)
120;26756;Astronomy and Astrophysics Review;journal;9354956,14320754;Q1;74;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
121;5300152732;Cell Host and Microbe;journal;19313128;Q1;219;Cancer Research (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Microbiology (Q1),Molecular Biology (Q1),Parasitology (Q1),Virology (Q1)
122;24135;Bulletin of the American Museum of Natural History;book series;30090;Q1;61;Agricultural and Biological Sciences (miscellaneous) (Q1),Ecology (Q1)
123;19651;Clinical Microbiology Reviews;journal;8938512,10986618;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
124;17814;Materials Science and Engineering: R: Reports;journal;0927796X;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
125;28980;Journal of Economic Perspectives;journal;8953309;Q1;213;Economics and Econometrics (Q1)
126;19133;Annual Review of Entomology;journal;664170,15454487;Q1;217;Ecology,Evolution,Behavior and Systematics (Q1),Insect Science (Q1)
127;22581;Circulation;journal;97322,15244539;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
128;14305;Systematic Biology;journal;1076836X,10635157;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
129;12286;Surface Science Reports;journal;01675729,1879274X;Q1;126;Condensed Matter Physics (Q1),Electronic,Optical and Magnetic Materials (Q1),Materials Chemistry (Q1),Metals and Alloys (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
130;23262;Inventiones Mathematicae;journal;209910,14321297;Q1;118;Mathematics (miscellaneous) (Q1)
131;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;Q1;207;Condensed Matter Physics (Q1)
132;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;Q1;151;Cancer Research (Q1),Genetics (Q1),Oncology (Q1)
133;17809;Trends in Plant Science;journal;13601385,18784370;Q1;293;Plant Science (Q1)
134;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;Q1;739;Medicine (miscellaneous) (Q1)
135;29150;Physical Review Letters;journal;10797114,00319010;Q1;674;Physics and Astronomy (miscellaneous) (Q1)
136;14150;Molecular and Cellular Biology;journal;2707306,10985549;Q1;347;Cell Biology (Q1),Molecular Biology (Q1)
137;21359;Seminars in Immunology;journal;10445323,10963620;Q1;141;Immunology (Q1),Immunology and Allergy (Q1)
138;24668;Journal of the American Mathematical Society;journal;10886834,08940350;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
139;16860;Lancet Neurology,The;journal;14744465,14744420;Q1;336;Neurology (clinical) (Q1)
140;22005;Annual Review of Earth and Planetary Sciences;book series;846597;Q1;171;Astronomy and Astrophysics (Q1),Earth and Planetary Sciences (miscellaneous) (Q1),Space and Planetary Science (Q1)
141;20313;Nature Reviews Microbiology;journal;17401534,17401530;Q1;349;Immunology and Microbiology (miscellaneous)  (Q1)
142;16764;Journal of Neuroscience;journal;2706474,15292401;Q1;488;Neuroscience (miscellaneous) (Q1)
143;20497;Annual Review of Materials Research;book series;15317331,15454120;Q1;173;Materials Science (miscellaneous) (Q1)
144;20205;Trends in Molecular Medicine;journal;1471499X,14714914;Q1;195;Molecular Biology (Q1),Molecular Medicine (Q1)
145;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
146;21100228546;JAMA Internal Medicine;journal;21686114,21686110;Q1;375;Internal Medicine (Q1)
147;27498;Annual Review of Medicine;journal;1545326X,00664219;Q1;174;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
148;17382;Molecular Psychiatry;journal;14765578,13594180;Q1;237;Cellular and Molecular Neuroscience (Q1),Molecular Biology (Q1),Psychiatry and Mental Health (Q1)
149;13550;Journal of Climate;journal;15200442,08948760;Q1;319;Atmospheric Science (Q1)
150;17664;American Journal of Psychiatry;journal;0002953X,15357228;Q1;381;Psychiatry and Mental Health (Q1)
151;28599;Reviews of Geophysics;journal;87551209;Q1;180;Geophysics (Q1)
152;26574;Annals of Internal Medicine;journal;15393704,00034820;Q1;419;Internal Medicine (Q1),Medicine (miscellaneous) (Q1)
153;18457;Cell Death and Differentiation;journal;13509047,14765400;Q1;243;Cell Biology (Q1),Molecular Biology (Q1)
154;18605;Molecular Biology of the Cell;journal;10591524,19394590;Q1;240;Cell Biology (Q1),Molecular Biology (Q1)
155;14317;Brain;journal;14602156,00068950;Q1;365;Medicine (miscellaneous) (Q1),Neurology (clinical) (Q1)
156;25454;Blood;journal;15280020,00064970;Q1;506;Biochemistry (Q1),Cell Biology (Q1),Hematology (Q1),Immunology (Q1)
157;145558;Political Analysis;journal;10471987,14764990;Q1;77;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
158;23063;Circulation Research;journal;97330,15244571;Q1;369;Cardiology and Cardiovascular Medicine (Q1),Physiology (Q1)
159;22951;Journal of Marketing;journal;15477185,00222430;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
160;4000151808;PLoS Genetics;journal;15537390,15537400;Q1;259;Cancer Research (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
161;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
162;15388;Journal of Applied Psychology;journal;19391854,00219010;Q1;324;Applied Psychology (Q1)
163;15537;Current Biology;journal;18790445,09609820;Q1;347;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
164;14204;Nucleic Acids Research;journal;3051048,13624962;Q1;607;Genetics (Q1)
165;16590;Lancet,The;journal;01406736,1474547X;Q1;855;Medicine (miscellaneous) (Q1)
166;23157;Strategic Management Journal;journal;10970266,01432100;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
167;12481;Journal of Engineering Education;journal;10694730,21689830;Q1;119;Education (Q1),Engineering (miscellaneous) (Q1)
168;24025;Progress in Neurobiology;journal;18735118,03010080;Q1;249;Neuroscience (miscellaneous) (Q1)
169;19669;Current Opinion in Microbiology;journal;18790364,13695270;Q1;193;Infectious Diseases (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
170;22687;Angewandte Chemie - International Edition;journal;14337851,15213770;Q1;612;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
171;28787;Cancer and Metastasis Reviews;journal;1677659,15737233;Q1;158;Cancer Research (Q1),Oncology (Q1)
172;13969;Psychological Science in the Public Interest;journal;21600031,15291010;Q1;56;Psychology (miscellaneous) (Q1)
173;21365;Trends in Immunology;journal;14714906,14714980;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
174;15555;American Journal of Political Science;journal;925853,15405907;Q1;193;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
175;13649;Annals of Statistics;journal;905364;Q1;180;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
176;20151;Advances in Immunology;journal;652776,15578445;Q1;112;Immunology (Q1),Immunology and Allergy (Q1)
177;20246;Journal of Labor Economics;journal;0734306X,15375307;Q1;123;Economics and Econometrics (Q1),Industrial Relations (Q1)
178;19881;Advanced Materials;journal;9359648,15214095;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
179;24204;Review of Economics and Statistics;journal;346535,15309142;Q1;189;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
180;4000148205;Nature Chemical Biology;journal;15524469,15524450;Q1;246;Cell Biology (Q1),Molecular Biology (Q1)
181;28978;Journal of Economic Growth;journal;15737020,13814340;Q1;95;Economics and Econometrics (Q1)
182;13467;Psychological Review;journal;19391471,0033295X;Q1;230;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
183;16926;American Journal of Sociology;journal;29602,15375390;Q1;197;Sociology and Political Science (Q1)
184;14179;Annals of Neurology;journal;15318249,03645130;Q1;321;Neurology (Q1),Neurology (clinical) (Q1)
185;12523;Oncogene;journal;14765594,09509230;Q1;360;Cancer Research (Q1),Genetics (Q1),Molecular Biology (Q1)
186;39139;International Organization;journal;15315088,00208180;Q1;157;Law (Q1),Organizational Behavior and Human Resource Management (Q1),Political Science and International Relations (Q1),Sociology and Political Science (Q1)
187;16929;American Sociological Review;journal;31224,19398271;Q1;222;Sociology and Political Science (Q1)
188;29183;Cancer Research;journal;85472,15387445;Q1;483;Cancer Research (Q1),Oncology (Q1)
189;19708;FEMS Microbiology Reviews;journal;1686445,15746976;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
190;12459;Journal of the National Cancer Institute;journal;14602105,00278870;Q1;377;Cancer Research (Q1),Oncology (Q1)
191;14308;Biological Psychiatry;journal;63223,18732402;Q1;346;Biological Psychiatry (Q1)
192;18556;Journal of Cell Science;journal;14779137,00219530;Q1;298;Cell Biology (Q1)
193;11700154368;Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;journal;16181913,00738300;Q1;46;Mathematics (miscellaneous) (Q1)
194;22266;Human Molecular Genetics;journal;14602083,09646910;Q1;294;Genetics (Q1),Genetics (clinical) (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
195;24046;Seminars in Cancer Biology;journal;10963650,1044579X;Q1;169;Cancer Research (Q1)
196;23470;Coordination Chemistry Reviews;journal;108545;Q1;300;Chemistry (miscellaneous) (Q1)
197;29646;Progress in Surface Science;journal;796816;Q1;86;Condensed Matter Physics (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
198;29993;Annual Review of Nutrition;journal;1999885,15454312;Q1;174;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
199;12216;Molecular Biology and Evolution;journal;15371719,07374040;Q1;238;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Molecular Biology (Q1)
200;14855;Cerebral Cortex;journal;10473211,14602200;Q1;271;Cellular and Molecular Neuroscience (Q1),Cognitive Neuroscience (Q1)
201;30039;Journal of Personality and Social Psychology;journal;223514;Q1;416;Social Psychology (Q1),Sociology and Political Science (Q1)
202;14130;Research in Organizational Behavior;journal;1913085;Q1;74;Experimental and Cognitive Psychology (Q1),Organizational Behavior and Human Resource Management (Q1),Social Psychology (Q1)
203;23183;European Heart Journal;journal;15229645,0195668X;Q1;329;Cardiology and Cardiovascular Medicine (Q1)
204;19065;Traffic;journal;16000854,13989220;Q1;141;Biochemistry (Q1),Cell Biology (Q1),Genetics (Q1),Molecular Biology (Q1),Structural Biology (Q1)
205;20635;Journal of Management;journal;1492063,15571211;Q1;261;Finance (Q1),Strategy and Management (Q1)
206;19017;RNA;journal;13558382,14699000;Q1;187;Molecular Biology (Q1)
207;4600151524;Annual Review of Clinical Psychology;journal;15485951,15485940;Q1;134;Clinical Psychology (Q1),Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
208;17421;Cytokine and Growth Factor Reviews;journal;18790305,13596100;Q1;175;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Endocrinology,Diabetes and Metabolism (Q1),Immunology (Q1),Immunology and Allergy (Q1)
209;12817;Personnel Psychology;journal;315826,17446570;Q1;161;Applied Psychology (Q1),Organizational Behavior and Human Resource Management (Q1)
210;22321;Trends in Pharmacological Sciences;journal;18733735,01656150;Q1;234;Pharmacology (Q1),Toxicology (Q1)
211;16612;Plant Journal;journal;1365313X,09607412;Q1;300;Cell Biology (Q1),Genetics (Q1),Plant Science (Q1)
212;14511;Current Topics in Developmental Biology;journal;702153,15578933;Q1;107;Cell Biology (Q1),Developmental Biology (Q1)
213;18391;Aging Cell;journal;14749726,14749720;Q1;163;Aging (Q1),Cell Biology (Q1)
