Rank;Sourceid;Title;Type;Issn;SJR Best Quartile;H index;Categories
39;24202;Review of Economic Studies;journal;00346527,1467937X;Q1;158;Economics and Econometrics (Q1)
40;19066;Trends in Cell Biology;journal;9628924,18793088;Q1;255;Cell Biology (Q1)
41;15819;Nature Medicine;journal;1546170X,10788956;Q1;605;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
42;20110;NBER Macroeconomics Annual;book series;15372642,08893370;Q1;68;Economics and Econometrics (Q1)
43;15847;New England Journal of Medicine;journal;284793,15334406;Q1;1130;Medicine (miscellaneous) (Q1)
44;120008;Annual Review of Physiology;journal;664278,15451585;Q1;228;Physiology (Q1)
45;17814;Materials Science and Engineering: R: Reports;journal;0927796X;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
46;19479;Annual Review of Pharmacology and Toxicology;journal;15454304,03621640;Q1;218;Pharmacology (Q1),Toxicology (Q1)
47;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
48;18555;Journal of Cell Biology;journal;15408140,00219530;Q1;405;Cell Biology (Q1),Medicine (miscellaneous) (Q1)
49;17435;EMBO Journal;journal;2614189,14602075;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
50;21206;Nature;journal;14764687,00280840;Q1;1331;Multidisciplinary (Q1)
51;17854;Nature Materials;journal;14764660,14761120;Q1;533;Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
52;19900192103;Astrophysical Journal Letters;journal;20418213,20418210;Q1;184;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
53;146172;Cell Metabolism;journal;15504131;Q1;318;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1)
54;27165;Journal of Economic Literature;journal;220515;Q1;173;Economics and Econometrics (Q1)
55;17436;Nature Neuroscience;journal;10976256,15461730;Q1;460;Neuroscience (miscellaneous) (Q1)
56;12286;Surface Science Reports;journal;01675729,1879274X;Q1;126;Condensed Matter Physics (Q1),Electronic,Optical and Magnetic Materials (Q1),Materials Chemistry (Q1),Metals and Alloys (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
57;22080;Current Opinion in Genetics and Development;journal;0959437X,18790380;Q1;197;Developmental Biology (Q1),Genetics (Q1)
58;26465;Progress in Polymer Science;journal;796700;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
59;4000151805;Foundations and Trends in Communications and Information Theory;journal;15672190,15672330;Q1;28;Applied Mathematics (Q1),Computer Networks and Communications (Q1)
60;4100151532;Advances in Experimental Social Psychology;book series;652601;Q1;96;Social Psychology (Q1)
61;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
62;21100228547;JAMA Psychiatry;journal;21686238,2168622X;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
63;21191;Pharmacological Reviews;journal;15210081,00317000;Q1;247;Molecular Medicine (Q1),Pharmacology (Q1)
64;15870;Journal of Clinical Investigation;journal;219738,15588238;Q1;527;Medicine (miscellaneous) (Q1)
65;19434;MMWR Recommendations and Reports;journal;10575987,15458600;Q1;151;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1),Medicine (miscellaneous) (Q1)
66;23350;Chemical Society Reviews;journal;3060012,14604744;Q1;595;Chemistry (miscellaneous) (Q1)
67;17400;Current Opinion in Structural Biology;journal;1879033X,0959440X;Q1;213;Molecular Biology (Q1),Structural Biology (Q1)
68;16594;Plant Cell;journal;1532298X,10404651;Q1;380;Cell Biology (Q1),Plant Science (Q1)
69;28599;Reviews of Geophysics;journal;87551209;Q1;180;Geophysics (Q1)
70;28677;Living Reviews in Relativity;journal;14338351,23673610;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
71;17853;Nano Letters;journal;15306992,15306980;Q1;531;Bioengineering (Q1),Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Nanoscience and Nanotechnology (Q1)
72;22657;Accounts of Chemical Research;journal;14842,15204898;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
73;29229;Physics Reports;journal;3701573;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
74;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;Q1;180;Physical and Theoretical Chemistry (Q1)
75;26978;Advances in Physics;journal;14606976,00018730;Q1;121;Condensed Matter Physics (Q1)
76;14365;Trends in Ecology and Evolution;journal;1695347,18728383;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
77;16036;Administrative Science Quarterly;journal;18392,19303815;Q1;201;Arts and Humanities (miscellaneous) (Q1),Public Administration (Q1),Sociology and Political Science (Q1)
78;16161;Review of Financial Studies;journal;14657368,08939450;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
79;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
80;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
81;18991;Nature Reviews Genetics;journal;14710056,14710060;Q1;406;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
82;20313;Nature Reviews Microbiology;journal;17401534,17401530;Q1;349;Immunology and Microbiology (miscellaneous)  (Q1)
83;12402;MIS Quarterly: Management Information Systems;journal;2767783,21629730;Q1;257;Computer Science Applications (Q1),Information Systems (Q1),Information Systems and Management (Q1),Management Information Systems (Q1)
84;19049;Trends in Genetics;journal;1689525,13624555;Q1;237;Genetics (Q1)
85;20810;Immunological Reviews;journal;01052896,1600065X;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
86;24025;Progress in Neurobiology;journal;18735118,03010080;Q1;249;Neuroscience (miscellaneous) (Q1)
87;14992;Current Opinion in Neurobiology;journal;9594388,18736882;Q1;242;Neuroscience (miscellaneous) (Q1)
88;21359;Seminars in Immunology;journal;10445323,10963620;Q1;141;Immunology (Q1),Immunology and Allergy (Q1)
89;21677;American Journal of Human Genetics;journal;15376605,00029300;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
90;14531;Development (Cambridge);journal;14779129,09501990;Q1;349;Developmental Biology (Q1),Molecular Biology (Q1)
91;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;Q1;311;Neuroscience (miscellaneous) (Q1)
92;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;Q1;739;Medicine (miscellaneous) (Q1)
93;24668;Journal of the American Mathematical Society;journal;10886834,08940350;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
94;29838;Journal of Accounting and Economics;journal;1654101;Q1;174;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
95;22214;Genome Research;journal;15495469,10889050;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
96;17378;Critical Reviews in Biochemistry and Molecular Biology;journal;10409238,15497800;Q1;117;Biochemistry (Q1),Molecular Biology (Q1)
97;12010;Annual Review of Psychology;journal;664308,15452085;Q1;266;Psychology (miscellaneous) (Q1)
98;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;Q1;838;Multidisciplinary (Q1)
99;20206;Academy of Management Review;journal;3637425;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
100;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;Q1;151;Cancer Research (Q1),Genetics (Q1),Oncology (Q1)
101;22697;American Economic Review;journal;28282;Q1;337;Economics and Econometrics (Q1)
102;22401;Journal of the American College of Cardiology;journal;15583597,07351100;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
103;20497;Annual Review of Materials Research;book series;15317331,15454120;Q1;173;Materials Science (miscellaneous) (Q1)
104;14150;Molecular and Cellular Biology;journal;2707306,10985549;Q1;347;Cell Biology (Q1),Molecular Biology (Q1)
105;17924;Current Opinion in Plant Biology;journal;18790356,13695270;Q1;223;Plant Science (Q1)
106;23157;Strategic Management Journal;journal;10970266,01432100;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
107;24721;Annals of Mathematics;journal;0003486X;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
108;22581;Circulation;journal;97322,15244539;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
109;29709;Reports on Progress in Physics;journal;13616633,00344890;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
110;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;Q1;207;Condensed Matter Physics (Q1)
111;12977;PLoS Biology;journal;15449173,15457890;Q1;293;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Neuroscience (miscellaneous) (Q1)
112;21100778827;Nature Methods;journal;15487091,15487110;Q1;363;Biochemistry (Q1),Biotechnology (Q1),Cell Biology (Q1),Molecular Biology (Q1)
113;18797;Current Opinion in Immunology;journal;9527915;Q1;204;Immunology (Q1),Immunology and Allergy (Q1)
114;22324;Organization Science;journal;15265455,10477040;Q1;269;Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
115;4000151822;Nature Physics;journal;17452473;Q1;315;Physics and Astronomy (miscellaneous) (Q1)
116;19040;Seminars in Cell and Developmental Biology;journal;10963634,10849520;Q1;160;Cell Biology (Q1),Developmental Biology (Q1)
117;15557;American Political Science Review;journal;15375943,00030550;Q1;191;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
118;21365;Trends in Immunology;journal;14714906,14714980;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
119;28978;Journal of Economic Growth;journal;15737020,13814340;Q1;95;Economics and Econometrics (Q1)
120;24032;Reviews of Physiology Biochemistry and Pharmacology;journal;16175786,03034240;Q1;69;Biochemistry (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1),Physiology (Q1),Physiology (medical) (Q1)
121;17899;Progress in Materials Science;journal;18732208,00796430;Q1;210;Materials Science (miscellaneous) (Q1)
122;17555;Journal of Monetary Economics;journal;3043932;Q1;142;Economics and Econometrics (Q1),Finance (Q1)
123;64345;Ecological Monographs;journal;129615;Q1;168;Ecology,Evolution,Behavior and Systematics (Q1)
124;13969;Psychological Science in the Public Interest;journal;21600031,15291010;Q1;56;Psychology (miscellaneous) (Q1)
125;17421;Cytokine and Growth Factor Reviews;journal;18790305,13596100;Q1;175;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Endocrinology,Diabetes and Metabolism (Q1),Immunology (Q1),Immunology and Allergy (Q1)
126;18605;Molecular Biology of the Cell;journal;10591524,19394590;Q1;240;Cell Biology (Q1),Molecular Biology (Q1)
127;19881;Advanced Materials;journal;9359648,15214095;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
128;14599;Ecology Letters;journal;1461023X,14610248;Q1;298;Ecology,Evolution,Behavior and Systematics (Q1)
129;3900148216;Studies in Second Language Acquisition;journal;2722631;Q1;109;Education (Q1),Linguistics and Language (Q1)
130;27498;Annual Review of Medicine;journal;1545326X,00664219;Q1;174;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
131;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;Q1;455;Neuroscience (miscellaneous) (Q1)
132;13443;Psychological Bulletin;journal;332909,19391455;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
133;17956;Briefings in Bioinformatics;journal;14774054,14675460;Q1;132;Information Systems (Q1),Molecular Biology (Q1)
134;26704;Astronomical Journal;journal;46256,15383881;Q1;259;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
135;16764;Journal of Neuroscience;journal;2706474,15292401;Q1;488;Neuroscience (miscellaneous) (Q1)
136;22266;Human Molecular Genetics;journal;14602083,09646910;Q1;294;Genetics (Q1),Genetics (clinical) (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
137;12459;Journal of the National Cancer Institute;journal;14602105,00278870;Q1;377;Cancer Research (Q1),Oncology (Q1)
138;16115;Nature Biotechnology;journal;15461696,10870160;Q1;491;Applied Microbiology and Biotechnology (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Molecular Medicine (Q1)
139;23063;Circulation Research;journal;97330,15244571;Q1;369;Cardiology and Cardiovascular Medicine (Q1),Physiology (Q1)
140;71056;MMWR Surveillance Summaries;journal;15458636,15460740;Q1;114;Epidemiology (Q1),Health Information Management (Q1),Health (social science) (Q1),Health,Toxicology and Mutagenesis (Q1)
141;26463;Progress in Lipid Research;journal;18732194,01637830;Q1;162;Biochemistry (Q1),Cell Biology (Q1)
142;15537;Current Biology;journal;18790445,09609820;Q1;347;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
143;19651;Clinical Microbiology Reviews;journal;8938512,10986618;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
144;28980;Journal of Economic Perspectives;journal;8953309;Q1;213;Economics and Econometrics (Q1)
145;22005;Annual Review of Earth and Planetary Sciences;book series;846597;Q1;171;Astronomy and Astrophysics (Q1),Earth and Planetary Sciences (miscellaneous) (Q1),Space and Planetary Science (Q1)
146;19708;FEMS Microbiology Reviews;journal;1686445,15746976;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
147;19065;Traffic;journal;16000854,13989220;Q1;141;Biochemistry (Q1),Cell Biology (Q1),Genetics (Q1),Molecular Biology (Q1),Structural Biology (Q1)
148;14305;Systematic Biology;journal;1076836X,10635157;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
149;30039;Journal of Personality and Social Psychology;journal;223514;Q1;416;Social Psychology (Q1),Sociology and Political Science (Q1)
150;18556;Journal of Cell Science;journal;14779137,00219530;Q1;298;Cell Biology (Q1)
151;13467;Psychological Review;journal;19391471,0033295X;Q1;230;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
152;29949;Journal of Clinical Oncology;journal;15277755,0732183X;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
153;23262;Inventiones Mathematicae;journal;209910,14321297;Q1;118;Mathematics (miscellaneous) (Q1)
154;16590;Lancet,The;journal;01406736,1474547X;Q1;855;Medicine (miscellaneous) (Q1)
155;14621;Annual Review of Nuclear and Particle Science;book series;1638998;Q1;109;Nuclear and High Energy Physics (Q1)
156;29857;Journal of Accounting Research;journal;1475679X,00218456;Q1;158;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
157;22951;Journal of Marketing;journal;15477185,00222430;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
158;28096;Accounting Review;journal;14826;Q1;180;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
159;20191;Academy of Management Journal;journal;14273;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
160;25487;Diabetes;journal;121797;Q1;359;Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
161;26532;Advances in Catalysis;book series;3600564;Q1;59;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
162;20246;Journal of Labor Economics;journal;0734306X,15375307;Q1;123;Economics and Econometrics (Q1),Industrial Relations (Q1)
163;25454;Blood;journal;15280020,00064970;Q1;506;Biochemistry (Q1),Cell Biology (Q1),Hematology (Q1),Immunology (Q1)
164;26111;Frontiers in Neuroendocrinology;journal;913022,10956808;Q1;144;Endocrine and Autonomic Systems (Q1)
165;19017;RNA;journal;13558382,14699000;Q1;187;Molecular Biology (Q1)
166;25143;Advanced Functional Materials;journal;1616301X;Q1;376;Biomaterials (Q1),Condensed Matter Physics (Q1),Electrochemistry (Q1),Electronic,Optical and Magnetic Materials (Q1),Nanoscience and Nanotechnology (Q1)
167;23183;European Heart Journal;journal;15229645,0195668X;Q1;329;Cardiology and Cardiovascular Medicine (Q1)
168;22687;Angewandte Chemie - International Edition;journal;14337851,15213770;Q1;612;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
169;14913;Quarterly Reviews of Biophysics;journal;335835,14698994;Q1;105;Biophysics (Q1)
170;26756;Astronomy and Astrophysics Review;journal;9354956,14320754;Q1;74;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
171;15359;Trends in Cognitive Sciences;journal;1879307X,13646613;Q1;339;Cognitive Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Neuropsychology and Physiological Psychology (Q1)
172;21100228546;JAMA Internal Medicine;journal;21686114,21686110;Q1;375;Internal Medicine (Q1)
173;17809;Trends in Plant Science;journal;13601385,18784370;Q1;293;Plant Science (Q1)
174;19669;Current Opinion in Microbiology;journal;18790364,13695270;Q1;193;Infectious Diseases (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
175;29150;Physical Review Letters;journal;10797114,00319010;Q1;674;Physics and Astronomy (miscellaneous) (Q1)
176;24204;Review of Economics and Statistics;journal;346535,15309142;Q1;189;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
177;14204;Nucleic Acids Research;journal;3051048,13624962;Q1;607;Genetics (Q1)
178;28218;Monthly Notices of the Royal Astronomical Society;journal;13652966,00358710;Q1;357;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
179;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
180;26574;Annals of Internal Medicine;journal;15393704,00034820;Q1;419;Internal Medicine (Q1),Medicine (miscellaneous) (Q1)
181;17664;American Journal of Psychiatry;journal;0002953X,15357228;Q1;381;Psychiatry and Mental Health (Q1)
182;19133;Annual Review of Entomology;journal;664170,15454487;Q1;217;Ecology,Evolution,Behavior and Systematics (Q1),Insect Science (Q1)
183;16612;Plant Journal;journal;1365313X,09607412;Q1;300;Cell Biology (Q1),Genetics (Q1),Plant Science (Q1)
184;23038;ACM Computing Surveys;journal;3600300,15577341;Q1;190;Computer Science (miscellaneous) (Q1),Theoretical Computer Science (Q1)
185;28330;Gastroenterology;journal;15280012,00165090;Q1;442;Gastroenterology (Q1)
186;22680;Journal of the American Chemical Society;journal;15205126,00027860;Q1;674;Biochemistry (Q1),Catalysis (Q1),Chemistry (miscellaneous) (Q1),Colloid and Surface Chemistry (Q1)
187;16926;American Journal of Sociology;journal;29602,15375390;Q1;197;Sociology and Political Science (Q1)
188;24393;Journal of International Economics;journal;221996;Q1;151;Economics and Econometrics (Q1),Finance (Q1)
189;22088;EMBO Reports;journal;14693178,1469221X;Q1;202;Biochemistry (Q1),Genetics (Q1),Molecular Biology (Q1)
190;25491;Diabetes Care;journal;19355548,01495990;Q1;399;Advanced and Specialized Nursing (Q1),Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
191;26765;Astrophysical Journal;journal;0004637X,15384357;Q1;462;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
192;18408;Biochimica et Biophysica Acta - Molecular Cell Research;journal;18792596,01674890;Q1;191;Cell Biology (Q1),Molecular Biology (Q1)
193;15388;Journal of Applied Psychology;journal;19391854,00219010;Q1;324;Applied Psychology (Q1)
194;17382;Molecular Psychiatry;journal;14765578,13594180;Q1;237;Cellular and Molecular Neuroscience (Q1),Molecular Biology (Q1),Psychiatry and Mental Health (Q1)
195;13174;BioEssays;journal;2659247,15211878;Q1;196;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
196;28418;Brookings Papers on Economic Activity;journal;72303,15334465;Q1;93;Business,Management and Accounting (miscellaneous) (Q1),Economics and Econometrics (Q1)
197;14317;Brain;journal;14602156,00068950;Q1;365;Medicine (miscellaneous) (Q1),Neurology (clinical) (Q1)
198;29183;Cancer Research;journal;85472,15387445;Q1;483;Cancer Research (Q1),Oncology (Q1)
199;13550;Journal of Climate;journal;15200442,08948760;Q1;319;Atmospheric Science (Q1)
200;15555;American Journal of Political Science;journal;925853,15405907;Q1;193;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
201;80370;Journal of Financial and Quantitative Analysis;journal;221090,17566916;Q1;138;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
202;24535;Acta Numerica;journal;14740508,09624930;Q1;82;Mathematics (miscellaneous) (Q1),Numerical Analysis (Q1)
203;16929;American Sociological Review;journal;31224,19398271;Q1;222;Sociology and Political Science (Q1)
204;15478;Journal of Experimental Psychology: General;journal;963445,19392222;Q1;178;Developmental Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Medicine (miscellaneous) (Q1),Psychology (miscellaneous) (Q1)
205;23666;International Economic Review;journal;14682354,00206600;Q1;94;Economics and Econometrics (Q1)
206;28981;Journal of Economic Theory;journal;10957235,00220530;Q1;108;Economics and Econometrics (Q1)
207;20308;Ecology;journal;129658;Q1;322;Ecology,Evolution,Behavior and Systematics (Q1)
208;7500153126;Journal of the European Economic Association;journal;15424774,15424770;Q1;112;Economics,Econometrics and Finance (miscellaneous) (Q1)
209;14855;Cerebral Cortex;journal;10473211,14602200;Q1;271;Cellular and Molecular Neuroscience (Q1),Cognitive Neuroscience (Q1)
210;22321;Trends in Pharmacological Sciences;journal;18733735,01656150;Q1;234;Pharmacology (Q1),Toxicology (Q1)
211;12604;American Naturalist;journal;30147,15375323;Q1;224;Ecology,Evolution,Behavior and Systematics (Q1)
212;21275;Journal of Immunology;journal;15506606,00221770;Q1;401;Immunology (Q1)
213;12229;Mass Spectrometry Reviews;journal;10982787,02777040;Q1;135;Analytical Chemistry (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Condensed Matter Physics (Q1),Spectroscopy (Q1)
214;24527;Acta Mathematica;journal;15962;Q1;73;Mathematics (miscellaneous) (Q1)
215;15090;Progress in Retinal and Eye Research;journal;13509462,18731640;Q1;174;Ophthalmology (Q1),Sensory Systems (Q1)
216;17592;Journal of Biological Chemistry;journal;00219258,1083351X;Q1;544;Biochemistry (Q1),Cell Biology (Q1),Molecular Biology (Q1)
217;19602;Advances in Microbial Physiology;journal;652911;Q1;70;Microbiology (Q1),Physiology (Q1)
218;12812;Personality and Social Psychology Review;journal;10888683,15327960;Q1;177;Social Psychology (Q1)
