Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
64;22951;Journal of Marketing;journal;15477185,00222430;10.802;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
65;20206;Academy of Management Review;journal;3637425;10.687;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
66;19700188417;Annual Review of Condensed Matter Physics;journal;19475454,19475460;10.644;Q1;81;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1)
67;24379;Journal of Financial Economics;journal;0304405X;10.601;Q1;289;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1),Strategy and Management (Q1)
68;21100804406;Lancet Public Health,The;journal;24682667;10.591;Q1;75;Public Health,Environmental and Occupational Health (Q1)
69;20313;Nature Reviews Microbiology;journal;17401534,17401530;10.396;Q1;349;Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (Q1)
70;19700200701;Annual Review of Economics;journal;19411383,19411390;10.247;Q1;67;Economics and Econometrics (Q1)
71;5300152732;Cell Host and Microbe;journal;19313128;10.227;Q1;219;Cancer Research (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Microbiology (Q1),Molecular Biology (Q1),Parasitology (Q1),Virology (Q1)
72;17700156208;Nature Reviews Gastroenterology and Hepatology;journal;17595045,17595050;10.178;Q1;173;Gastroenterology (Q1),Hepatology (Q1)
73;29949;Journal of Clinical Oncology;journal;15277755,0732183X;10.163;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
74;146172;Cell Metabolism;journal;15504131;10.037;Q1;318;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1)
75;19584;Annual Review of Public Health;journal;1637525,15452093;9.963;Q1;166;Medicine (miscellaneous) (Q1),Public Health,Environmental and Occupational Health (Q1)
76;26756;Astronomy and Astrophysics Review;journal;9354956,14320754;9.937;Q1;74;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
77;16860;Lancet Neurology,The;journal;14744465,14744420;9.819;Q1;336;Neurology (clinical) (Q1)
78;21101023100;Nature Cancer;journal;26621347;9.817;Q1;44;Cancer Research (Q1),Oncology (Q1)
79;19014;Nature Cell Biology;journal;14764679,14657390;9.568;Q1;396;Cell Biology (Q1)
80;18606;Molecular Cell;journal;10974164,10972770;9.541;Q1;429;Cell Biology (Q1),Molecular Biology (Q1)
81;19881;Advanced Materials;journal;9359648,15214095;9.538;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
82;21100972445;Nature Reviews Physics;journal;25225820;9.34;Q1;52;Physics and Astronomy (miscellaneous) (Q1)
83;23080;Advances in Computers;book series;652458;9.308;Q1;38;Computer Science (miscellaneous) (Q1)
84;40944;Genome Biology;journal;14747596;9.249;Q1;284;Cell Biology (Q1),Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
85;12010;Annual Review of Psychology;journal;664308,15452085;9.226;Q1;266;Psychology (miscellaneous) (Q1)
86;21100773752;Nature Microbiology;journal;20585276;9.187;Q1;121;Applied Microbiology and Biotechnology (Q1),Cell Biology (Q1),Genetics (Q1),Immunology (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
87;6100153018;Cell Stem Cell;journal;19345909;9.156;Q1;287;Cell Biology (Q1),Genetics (Q1),Molecular Medicine (Q1)
88;28599;Reviews of Geophysics;journal;87551209;9.061;Q1;180;Geophysics (Q1)
89;21100199127;Advanced Energy Materials;journal;16146832,16146840;9.044;Q1;290;Materials Science (miscellaneous) (Q1),Renewable Energy,Sustainability and the Environment (Q1)
90;12429;Molecular Cancer;journal;14764598;8.703;Q1;171;Cancer Research (Q1),Molecular Medicine (Q1),Oncology (Q1)
91;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006,15534010;8.628;Q1;143;Medicine (miscellaneous) (Q1),Pathology and Forensic Medicine (Q1),Plant Science (Q1)
92;28980;Journal of Economic Perspectives;journal;8953309;8.59;Q1;213;Economics and Econometrics (Q1)
93;28366;Gut;journal;14683288,00175750;8.588;Q1;328;Gastroenterology (Q1)
94;17899;Progress in Materials Science;journal;18732208,00796430;8.515;Q1;210;Materials Science (miscellaneous) (Q1)
95;23157;Strategic Management Journal;journal;10970266,01432100;8.497;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
96;14181;Annual Review of Neuroscience;journal;0147006X,15454126;8.389;Q1;256;Neuroscience (miscellaneous) (Q1)
97;24204;Review of Economics and Statistics;journal;346535,15309142;8.371;Q1;189;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
98;15646;Annual Review of Political Science;book series;10942939,15451580;8.346;Q1;123;Sociology and Political Science (Q1)
99;22401;Journal of the American College of Cardiology;journal;15583597,07351100;8.343;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
100;21100228100;Advances in Optics and Photonics;journal;19438206;8.332;Q1;82;Atomic and Molecular Physics,and Optics (Q1),Water Science and Technology (Q1)
101;14204;Nucleic Acids Research;journal;3051048,13624962;8.234;Q1;607;Genetics (Q1)
102;21100237403;Lancet Diabetes and Endocrinology.The;journal;22138595,22138590;8.217;Q1;151;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
103;19900191884;American Economic Journal: Economic Policy;journal;19457731,1945774X;8.175;Q1;80;Economics,Econometrics and Finance (miscellaneous) (Q1)
104;21100356804;Lancet Psychiatry.The;journal;22150374,22150370;8.167;Q1;127;Biological Psychiatry (Q1),Psychiatry and Mental Health (Q1)
105;22471;Lancet Infectious Diseases,The;journal;14744457,14733100;8.14;Q1;273;Infectious Diseases (Q1)
106;18100156701;Nature Chemistry;journal;17554330,17554350;8.14;Q1;271;Chemical Engineering (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1)
107;16721;Annual Review of Plant Biology;journal;15452123,15435010;8.131;Q1;286;Cell Biology (Q1),Molecular Biology (Q1),Physiology (Q1),Plant Science (Q1)
108;17700156440;Nature Reviews Endocrinology;journal;17595037,17595030;8.124;Q1;187;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
109;21100420583;JAMA Oncology;journal;23742445,23742440;8.103;Q1;154;Cancer Research (Q1),Oncology (Q1)
110;13900;Cell Research;journal;17487838,10010600;8.06;Q1;200;Cell Biology (Q1),Molecular Biology (Q1)
111;4000151822;Nature Physics;journal;17452473;7.955;Q1;315;Physics and Astronomy (miscellaneous) (Q1)
112;21100832985;ACS Energy Letters;journal;23808195;7.855;Q1;168;Chemistry (miscellaneous) (Q1),Energy Engineering and Power Technology (Q1),Fuel Technology (Q1),Materials Chemistry (Q1),Renewable Energy,Sustainability and the Environment (Q1)
113;22581;Circulation;journal;97322,15244539;7.8;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
114;17978;Neuron;journal;10974199,08966270;7.736;Q1;511;Neuroscience (miscellaneous) (Q1)
115;15557;American Political Science Review;journal;15375943,00030550;7.734;Q1;191;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
116;18902;IEEE Journal on Selected Areas in Communications;journal;7338716;7.656;Q1;251;Computer Networks and Communications (Q1),Electrical and Electronic Engineering (Q1)
117;28330;Gastroenterology;journal;15280012,00165090;7.645;Q1;442;Gastroenterology (Q1),Hepatology (Q1)
118;13443;Psychological Bulletin;journal;332909,19391455;7.635;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
119;23714;Marketing Science;journal;07322399,1526548X;7.593;Q1;145;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
120;19651;Clinical Microbiology Reviews;journal;8938512,10986618;7.584;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
121;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;7.549;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
122;22961;Journal of Marketing Research;journal;222437,15477193;7.415;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
123;16929;American Sociological Review;journal;31224,19398271;7.412;Q1;222;Sociology and Political Science (Q1)
124;25297;Journal of Hepatology;journal;16000641,01688280;7.398;Q1;282;Hepatology (Q1)
125;21100826360;JAMA Cardiology;journal;23806583,23806590;7.371;Q1;99;Cardiology and Cardiovascular Medicine (Q1)
126;21100265444;Lancet Global Health.The;journal;2214109X;7.37;Q1;123;Medicine (miscellaneous) (Q1)
127;21706;Annual Review of Genetics;journal;15452948,00664200;7.34;Q1;195;Genetics (Q1)
128;21100212318;Cancer Discovery;journal;21598274,21598290;7.268;Q1;209;Oncology (Q1)
129;19700173023;Living Reviews in Solar Physics;journal;16144961,23673650;7.235;Q1;64;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
130;20635;Journal of Management;journal;1492063,15571211;7.213;Q1;261;Finance (Q1),Strategy and Management (Q1)
131;26038;Endocrine Reviews;journal;19457189,0163769X;7.205;Q1;293;Endocrinology (Q1),Endocrinology,Diabetes and Metabolism (Q1)
132;21789;Manufacturing and Service Operations Management;journal;15265498,15234610;7.126;Q1;102;Management Science and Operations Research (Q1),Strategy and Management (Q1)
133;21100394875;Cell Systems;journal;24054712;7.112;Q1;76;Cell Biology (Q1),Histology (Q1),Pathology and Forensic Medicine (Q1)
134;21100932733;Nature Metabolism;journal;25225812;7.045;Q1;57;Cell Biology (Q1),Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1),Physiology (medical) (Q1)
135;21100863710;Annual Review of Organizational Psychology and Organizational Behavior;journal;23270608;7.036;Q1;66;Applied Psychology (Q1),Organizational Behavior and Human Resource Management (Q1),Social Psychology (Q1)
136;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;6.97;Q1;455;Neuroscience (miscellaneous) (Q1)
137;19897;European Urology;journal;03022838,1421993X;6.963;Q1;246;Urology (Q1)
138;17700156509;Nature Reviews Cardiology;journal;17595010,17595000;6.932;Q1;164;Cardiology and Cardiovascular Medicine (Q1)
139;12000154482;Annual Review of Biophysics;journal;19361238,1936122X;6.926;Q1;169;Biochemistry (Q1),Bioengineering (Q1),Biophysics (Q1),Cell Biology (Q1),Structural Biology (Q1)
140;21100198409;Nature Climate Change;journal;17586798,1758678X;6.849;Q1;239;Environmental Science (miscellaneous) (Q1),Social Sciences (miscellaneous) (Q1)
141;17814;Materials Science and Engineering: R: Reports;journal;0927796X;6.842;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
142;21100788876;Chem;journal;24519294;6.8;Q1;122;Biochemistry (Q1),Biochemistry (medical) (Q1),Chemical Engineering (miscellaneous) (Q1),Chemistry (miscellaneous) (Q1),Environmental Chemistry (Q1),Materials Chemistry (Q1)
143;24721;Annals of Mathematics;journal;0003486X;6.76;Q1;129;Mathematics (miscellaneous) (Q1),Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
144;4600151524;Annual Review of Clinical Psychology;journal;15485951,15485940;6.744;Q1;134;Clinical Psychology (Q1),Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
145;5800207366;Nature Protocols;journal;17542189;6.732;Q1;287;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
146;21100228519;JAMA Neurology;journal;21686157,21686150;6.697;Q1;257;Neurology (clinical) (Q1)
147;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;6.695;Q1;739;Medicine (miscellaneous) (Q1)
148;19600166419;Foundations and Trends in Signal Processing;journal;19328346,19328350;6.676;Q1;19;Signal Processing (Q1)
149;21100888816;Signal Transduction and Targeted Therapy;journal;20593635,20959910;6.63;Q1;83;Cancer Research (Q1),Genetics (Q1)
150;18395;Annual Review of Cell and Developmental Biology;journal;15308995,10810710;6.627;Q1;233;Cell Biology (Q1),Developmental Biology (Q1)
151;21100831443;Nature Biomedical Engineering;journal;2157846X;6.625;Q1;97;Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Computer Science Applications (Q1),Medicine (miscellaneous) (Q1)
152;11700154368;Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;journal;16181913,00738300;6.582;Q1;46;Mathematics (miscellaneous) (Q1)
153;21100228547;JAMA Psychiatry;journal;21686238,2168622X;6.578;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
154;21100873499;Nature Sustainability;journal;23989629;6.568;Q1;89;Ecology (Q1),Food Science (Q1),Geography,Planning and Development (Q1),Global and Planetary Change (Q1),Management,Monitoring,Policy and Law (Q1),Nature and Landscape Conservation (Q1),Renewable Energy,Sustainability and the Environment (Q1),Urban Studies (Q1)
155;18935;IEEE Wireless Communications;journal;15361284;6.556;Q1;177;Computer Science Applications (Q1),Electrical and Electronic Engineering (Q1)
156;22324;Organization Science;journal;15265455,10477040;6.541;Q1;269;Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
157;17700156408;Nature Reviews Neurology;journal;17594766,17594760;6.536;Q1;188;Cellular and Molecular Neuroscience (Q1),Neurology (clinical) (Q1)
158;17700156202;Nature Reviews Nephrology;journal;1759507X,17595061;6.494;Q1;147;Nephrology (Q1)
159;19136;Annals of the Rheumatic Diseases;journal;34967,14682060;6.489;Q1;272;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology (Q1),Immunology and Allergy (Q1),Rheumatology (Q1)
160;21100886132;Science Robotics;journal;24709476;6.479;Q1;79;Artificial Intelligence (Q1),Computer Science Applications (Q1),Control and Optimization (Q1),Mechanical Engineering (Q1)
161;21100922606;Lancet Digital Health,The;journal;25897500;6.433;Q1;48;Decision Sciences (miscellaneous) (Q1),Health Informatics (Q1),Health Information Management (Q1),Medicine (miscellaneous) (Q1)
162;120008;Annual Review of Physiology;journal;664278,15451585;6.429;Q1;228;Physiology (Q1)
163;22657;Accounts of Chemical Research;journal;14842,15204898;6.382;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
164;19700174677;Science Translational Medicine;journal;19466234,19466240;6.361;Q1;265;Medicine (miscellaneous) (Q1)
165;24535;Acta Numerica;journal;14740508,09624930;6.341;Q1;82;Mathematics (miscellaneous) (Q1),Numerical Analysis (Q1)
166;13969;Psychological Science in the Public Interest;journal;21600031,15291010;6.295;Q1;56;Psychology (miscellaneous) (Q1)
167;21100201772;Physical Review X;journal;21603308;6.267;Q1;168;Physics and Astronomy (miscellaneous) (Q1)
168;24385;Journal of the Academy of Marketing Science;journal;920703,15527824;6.248;Q1;194;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
169;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;6.237;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
170;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;6.237;Q1;207;Condensed Matter Physics (Q1)
171;21272;Journal of Experimental Medicine;journal;221007,15409538;6.237;Q1;478;Immunology (Q1),Immunology and Allergy (Q1),Medicine (miscellaneous) (Q1)
172;14719;Intensive Care Medicine;journal;14321238,03424640;6.229;Q1;219;Critical Care and Intensive Care Medicine (Q1)
173;4700152228;Molecular Systems Biology;journal;17444292;6.22;Q1;164;Agricultural and Biological Sciences (miscellaneous) (Q1),Applied Mathematics (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Computational Theory and Mathematics (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Information Systems (Q1),Medicine (miscellaneous) (Q1)
174;21101007236;Nature Machine Intelligence;journal;25225839;6.21;Q1;47;Artificial Intelligence (Q1),Computer Networks and Communications (Q1),Computer Vision and Pattern Recognition (Q1),Human-Computer Interaction (Q1),Software (Q1)
175;24769;Materials Today;journal;13697021;6.194;Q1;210;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
176;21100786228;Lancet Gastroenterology and Hepatology,The;journal;24681253;6.174;Q1;84;Gastroenterology (Q1),Hepatology (Q1)
177;27162;Journal of Business and Economic Statistics;journal;7350015,15372707;6.15;Q1;111;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1),Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
178;15388;Journal of Applied Psychology;journal;19391854,00219010;6.13;Q1;324;Applied Psychology (Q1)
179;17600155041;Nature Geoscience;journal;17520908,17520890;6.11;Q1;243;Earth and Planetary Sciences (miscellaneous) (Q1)
180;29838;Journal of Accounting and Economics;journal;1654101;6.1;Q1;174;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
181;7500153126;Journal of the European Economic Association;journal;15424774,15424770;6.087;Q1;112;Economics,Econometrics and Finance (miscellaneous) (Q1)
182;22005;Annual Review of Earth and Planetary Sciences;book series;846597;6.083;Q1;171;Astronomy and Astrophysics (Q1),Earth and Planetary Sciences (miscellaneous) (Q1),Space and Planetary Science (Q1)
183;17900156736;Journal of Hematology and Oncology;journal;17568722;6.046;Q1;122;Cancer Research (Q1),Hematology (Q1),Molecular Biology (Q1),Oncology (Q1)
184;22899;Journal of Consumer Research;journal;935301,15375277;6.024;Q1;210;Anthropology (Q1),Arts and Humanities (miscellaneous) (Q1),Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
185;25491;Diabetes Care;journal;19355548,01495990;6.008;Q1;399;Advanced and Specialized Nursing (Q1),Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
186;19066;Trends in Cell Biology;journal;9628924,18793088;5.987;Q1;255;Cell Biology (Q1)
187;14621;Annual Review of Nuclear and Particle Science;book series;1638998;5.985;Q1;109;Nuclear and High Energy Physics (Q1)
188;22680;Journal of the American Chemical Society;journal;15205126,00027860;5.945;Q1;674;Biochemistry (Q1),Catalysis (Q1),Chemistry (miscellaneous) (Q1),Colloid and Surface Chemistry (Q1)
189;17555;Journal of Monetary Economics;journal;3043932;5.944;Q1;142;Economics and Econometrics (Q1),Finance (Q1)
190;6400153137;Journal of Thoracic Oncology;journal;15561380,15560860;5.866;Q1;161;Medicine (miscellaneous) (Q1),Oncology (Q1),Pulmonary and Respiratory Medicine (Q1)
191;24668;Journal of the American Mathematical Society;journal;10886834,08940350;5.848;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
192;21101027628;Cell Reports Medicine;journal;26663791;5.841;Q1;37;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
193;16512;Review of Educational Research;journal;346543,19351046;5.804;Q1;174;Education (Q1)
